No.of days Until Today,No.of days,Target start date to Today,Project Name,Project Category,Ancestors,Project Manager,Phase/Milestone,Area,At Risk?,Schedule Health,Task Name,Status,% Complete,Start Date,End Date,Priority,Owner,On Hold?,Not Applicable?,Duration,Predecessors,Total Float,Critical ?,Baseline Start,Baseline Finish,Variance,Status Comment,Baseline Start Date,Baseline End Date,Comments,Assigned To,Start,Finish,Baseline Start2,Baseline Finish2,Variance2
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,0,Rajat Bothra,,,,Red,Zycus - UniSan S2P Implementation,In Progress,0.44,2026-02-11,2026-10-09,,,,,170d,,0.0,,2026-05-03,2026-05-20,-2d,,,,,,,,2026-02-11,2026-09-29,-8d
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,1,Rajat Bothra,,,,Green,Contract Sign Off,Completed,1.0,2026-02-11,2026-02-11,,,,,1d,,169.0,,,,,,,,,,,,2026-02-11,2026-02-11,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,Contract signing between UniSan and Zycus,Completed,1.0,2026-02-11,2026-02-11,,,,,1d,,0.0,1.0,,,,,,,,"UniSan Project Sponsor, Zycus Sales",,,2026-02-11,2026-02-11,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,Contract Sign Off,Completed,1.0,2026-02-11,2026-02-11,,,,,0,3,169.0,,,,,,,,,,,,2026-02-11,2026-02-11,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,1,Rajat Bothra,,,,Green,Project Initiation and Data Gathering,Completed,1.0,2026-02-19,2026-03-17,,,,,18d,,146.0,,,,,,,,,,,,2026-02-12,2026-03-18,1d
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,Project Kick Off,Completed,1.0,2026-02-19,2026-03-10,,,,,13d,,151.0,,,,,,,,,,,,2026-02-12,2026-03-18,6d
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Review Contract Scope,Completed,1.0,2026-02-23,2026-02-23,,,,,1d,3FS +7d,158.0000000694,,,,,,,,,Zycus Project Resources Manager,,,2026-02-23,2026-02-23,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Assign Project Team and Internal communication,Completed,1.0,2026-02-23,2026-02-23,,,,,1d,3FS +7d,0.0,1.0,,,,,,,,Zycus Project Resources Manager,,,2026-02-23,2026-02-23,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Zycus Project Team mobilization and Team alignment,Completed,1.0,2026-02-19,2026-02-23,,,,,3d,8FF,0.0,1.0,,,,,,,,Zycus Project Resources Manager,,,2026-02-19,2026-02-23,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,"Setup Project [Server, Email alias, Internal Applications, Central Drive, Internal ticket for STAGING Set Up]",Completed,1.0,2026-02-24,2026-03-05,,,,,7d,9,0.0,1.0,,,,,,,,Zycus Project Team,,,2026-02-24,2026-03-05,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Sales / PreSales / Pilots handover,Completed,1.0,2026-02-24,2026-02-25,,,,,2d,7,158.0000000347,,,,,,,,,"Zycus Project Manager, Zycus Project Team, Zycus Sales",,,2026-02-24,2026-02-25,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Pre-kick off meeting with internal stakeholders,Completed,1.0,2026-02-26,2026-02-26,,,,,1d,11,158.0,,,,,,,,,"Zycus Project Manager, Zycus Project Team, Zycus Sales",,,2026-02-26,2026-02-26,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Finalize kick off meeting schedule,Completed,1.0,2026-02-23,2026-02-23,,,,,1d,,157.0000000694,,,,,,,,,"UniSan Project Manager, UniSan Project Sponsor, Zycus Sales",,,2026-03-02,2026-03-02,5d
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Review SOW with UniSan,Completed,1.0,2026-02-24,2026-02-24,,,,,1d,,160.0,,,,,,,,,"UniSan Project Sponsor, Zycus Project Manager",,,2026-02-12,2026-02-12,-8d
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Kick off meeting [Introduction Meeting],Completed,1.0,2026-02-24,2026-02-24,,,,,1d,13,157.0000000694,,,,,,,,,"UniSan Core Project Team, UniSan Project Manager, Zycus Consultant, Zycus Product Specialist, Zycus Project Manager, Zycus Project Team",,,2026-03-03,2026-03-05,6d
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,"Share Product specific templates [Questionnaire, User Details template, Legacy Data Upload] with UniSan",Completed,1.0,2026-02-25,2026-02-25,,,,,1d,15,157.0000000347,,,,,,,,,"Zycus Product Specialist, Zycus Project Manager",,,2026-03-06,2026-03-06,6d
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Setup Value Introduction kick-off call,Completed,1.0,2026-03-09,2026-03-10,,,,,2d,16FS +6d,151.0,,,,,,,,,"UniSan Project Group, Zycus Product Specialist, Zycus Project Manager",,,2026-03-17,2026-03-18,6d
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,Zycus Project Set-Up,Completed,1.0,2026-03-05,2026-03-05,,,,,0,10,154.0,,,,,,,,,,,,2026-03-05,2026-03-05,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,Kick-off Meeting,Completed,1.0,2026-02-24,2026-02-24,,,,,0,15,160.0,,,,,,,,,,,,2026-03-05,2026-03-05,6d
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,Implementation Questionnaire and Staging Setup,Completed,1.0,2026-03-06,2026-03-17,,,,,8d,,146.0,,,,,,,,,,,,2026-03-06,2026-03-17,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,STAGING Set Up,Completed,1.0,2026-03-06,2026-03-13,,,,,6d,,148.0,,,,,,,,,,,,2026-03-06,2026-03-13,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Company creation on Zycus STAGING environment,Completed,1.0,2026-03-06,2026-03-09,,,,,2d,10,0.0,1.0,,,,,,,,Zycus Product Specialist,,,2026-03-06,2026-03-09,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,NFR (Non-Functional Requirement) Finalization and sign-off,Completed,1.0,2026-03-06,2026-03-06,,,,,1d,10,153.0,,,,,,,,,"UniSan Core Project Team, Zycus Project Team",,,2026-03-06,2026-03-06,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Configure staging setup with base configuration,Completed,1.0,2026-03-10,2026-03-12,,,,,3d,22,0.0,1.0,,,,,,,,Zycus Product Specialist,,,2026-03-10,2026-03-12,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Value Definition Discussion,Completed,1.0,2026-03-10,2026-03-11,,,,,2d,22,147.0000000694,,,,,,,,,"UniSan Project Group, Zycus Product Specialist, Zycus Project Manager",,,2026-03-10,2026-03-11,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Value Definition Review and Follow-up,Completed,1.0,2026-03-12,2026-03-13,,,,,2d,25,147.0000000347,,,,,,,,,"UniSan Project Group, Zycus Product Specialist, Zycus Project Manager",,,2026-03-12,2026-03-13,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Value Definition Sign-off,Completed,1.0,2026-03-13,2026-03-13,,,,,0,26,147.0000000347,,,,,,,,,"UniSan Project Group, Zycus Product Specialist, Zycus Project Manager",,,2026-03-13,2026-03-13,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Quality Reviews,Completed,1.0,2026-03-13,2026-03-17,,,,,3d,,146.0,,,,,,,,,,,,2026-03-13,2026-03-17,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Schedule quality toll,Completed,1.0,2026-03-13,2026-03-13,,,,,1d,24,123.0000003125,,,,,,,,,Zycus Product Specialist,,,2026-03-13,2026-03-13,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,"Perform quality checks, PSRs as per quality checklist and submit to QC team",Completed,1.0,2026-03-16,2026-03-16,,,,,1d,29,123.0000002778,,,,,,,,,Zycus Product Specialist,,,2026-03-16,2026-03-16,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Quality Check by Zycus QC team,Completed,1.0,2026-03-17,2026-03-17,,,,,1d,30,123.0000002431,,,,,,,,,Zycus Quality Team,,,2026-03-17,2026-03-17,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,Implementation Questionnaire and Staging Setup,Completed,1.0,2026-03-17,2026-03-17,,,,,0,31,123.0000002083,,,,,,,,,,,,2026-03-17,2026-03-17,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,1,Rajat Bothra,,,,Green,Configuration Validation & Documentation,Completed,1.0,2026-03-13,2026-04-27,,,,,32d,,117.0,,,,,,,,,,,,2026-03-13,2026-04-28,1d
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,Requirement Workshop,Completed,1.0,2026-03-13,2026-04-27,,,,,32d,,117.0,,,,,,,,,,,,2026-03-13,2026-04-27,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,CLM Configuration Documentation Workshop,Completed,1.0,2026-03-13,2026-04-17,,,,,26d,24,0.0,1.0,,,,,,,,"UniSan Project Team, UniSan SME, Zycus Project Team",,,2026-03-13,2026-04-17,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,iSupplier Configuration Documentation Workshop,Completed,1.0,2026-03-13,2026-04-15,,,,,24d,24,4.0000002778,,,,,,,,,"UniSan Project Team, UniSan SME, Zycus Project Team",,,2026-03-13,2026-04-15,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Integration Configuration Documentation Workshop,Completed,1.0,2026-04-24,2026-04-27,,,,,2d,"#REF, #REF",117.0,,,,,,,,,"UniSan Project Team, UniSan SME, Zycus Project Team",,,2026-04-24,2026-04-27,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,Configuration Documentation,Completed,1.0,2026-03-16,2026-04-22,,,,,28d,,120.0,,,,,,,,,,,,2026-04-16,2026-04-28,4d
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,iContract Documentation with Merlin,Completed,1.0,2026-04-20,2026-04-20,,,,,1d,35,0.0,1.0,,,,,,,,"UniSan Core Project Team, UniSan Project Manager, Zycus Merlin Product Team, Zycus Project Manager, Zycus Project Team",,,2026-04-20,2026-04-20,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,iSupplier Configuration Documentation,Completed,1.0,2026-04-16,2026-04-16,,,,,1d,36,4.0000002778,,,,,,,,,"UniSan Core Project Team, UniSan Project Manager, Zycus Merlin Product Team, Zycus Project Manager, Zycus Project Team",,,2026-04-16,2026-04-16,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,IAD Review for iSupplier and iContract,Completed,1.0,2026-04-21,2026-04-21,,,,,1d,"39, 40",0.0,1.0,,,,,,,,UniSan Project Manager,,,2026-04-21,2026-04-21,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,UniSan to review and Sign-off IAD Draft- iSupplier and iContract,Completed,1.0,2026-04-22,2026-04-22,,,,,1d,41,0.0,1.0,,,,,,,,,,,2026-04-22,2026-04-22,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Value Realization Target Discussion,Completed,1.0,2026-03-16,2026-03-16,,,,,1d,"27, #REF",147.0,,,,,,,,,"UniSan Project Group, Zycus Product Specialist, Zycus Project Manager",,,2026-04-28,2026-04-28,31d
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,Configuration Documentation concluded,Completed,1.0,2026-04-22,2026-04-22,,,,,0,38,120.0,,,,,,,,,,,,2026-04-28,2026-04-28,4d
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,First draft IAD Sign-off,Completed,1.0,2026-04-22,2026-04-22,,,,,0,42,120.0,,,,,,,,,,,,2026-04-22,2026-04-22,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,1,Rajat Bothra,,,,Green,Single Sign On and User details Integration,Completed,1.0,2026-03-13,2026-04-16,,,,,25d,,124.0,,,,,,,,,,,,2026-03-13,2026-04-16,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,Single Sign On - SSO,Completed,1.0,2026-03-13,2026-04-16,,,,,25d,,124.0,,,,,,,,,,,,2026-03-13,2026-04-16,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Availability of Technical Team from Customer,Completed,1.0,2026-03-13,2026-03-13,,,,,1d,24,123.0000002083,,,,,,,,,UniSan Project Manager,,,2026-03-13,2026-03-13,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Design and Analysis,Completed,1.0,2026-03-18,2026-04-10,,,,,18d,,128.0,,,,,,,,,,,,2026-03-18,2026-04-10,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Zycus to share Process flow of SSO integration,Completed,1.0,2026-03-18,2026-03-18,,,,,1d,"48, 32",123.0000001736,,,,,,,,,Zycus SSO Team,,,2026-03-18,2026-03-18,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Exchange of configuration files,Completed,1.0,2026-03-19,2026-03-19,,,,,1d,50,144.0,,,,,,,,,"UniSan IT Team, Zycus SSO Team",,,2026-03-19,2026-03-19,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Exchange of certificates to be used,Completed,1.0,2026-03-19,2026-04-10,,,,,17d,50,128.0,,,,,,,,,"UniSan IT Team, Zycus SSO Team",,,2026-03-19,2026-04-10,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Approach to be used for Single Sign On [Claims/Email Address etc.],Completed,1.0,2026-03-19,2026-04-10,,,,,17d,50,123.0000001389,,,,,,,,,"UniSan IT Team, Zycus SSO Team",,,2026-03-19,2026-04-10,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Configuration and Review,Completed,1.0,2026-04-13,2026-04-16,,,,,4d,,124.0,,,,,,,,,,,,2026-04-13,2026-04-16,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Development [STAGING] Environment,Completed,1.0,2026-04-13,2026-04-16,,,,,4d,,124.0,,,,,,,,,,,,2026-04-13,2026-04-16,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,Registration of Service Provider URL for client,Completed,1.0,2026-04-13,2026-04-13,,,,,1d,53,127.0,,,,,,,,,Zycus SSO Team,,,2026-04-13,2026-04-13,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,Registration TMS URL specific to client,Completed,1.0,2026-04-13,2026-04-13,,,,,1d,53,123.0000001042,,,,,,,,,Zycus SSO Team,,,2026-04-13,2026-04-13,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,Configuration of Web Server for service Provider application,Completed,1.0,2026-04-14,2026-04-14,,,,,1d,57,126.0,,,,,,,,,Zycus SSO Team,,,2026-04-14,2026-04-14,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,Service Provider application deployment for client and sanity of the deployed setup,Completed,1.0,2026-04-14,2026-04-14,,,,,1d,57,126.0,,,,,,,,,Zycus SSO Team,,,2026-04-14,2026-04-14,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,Configuration of Service Provider setup using below mentioned files,Completed,1.0,2026-04-14,2026-04-14,,,,,1d,57,123.0000000694,,,,,,,,,Zycus SSO Team,,,2026-04-14,2026-04-14,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,"Issue Resolution, if any",Completed,1.0,2026-04-15,2026-04-16,,,,,2d,60,123.0000000347,,,,,,,,,Zycus SSO Team,,,2026-04-15,2026-04-16,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,Sign off of SSO on STAGING Environment,Completed,1.0,2026-04-16,2026-04-16,,,,,1d,61FF,124.0,,,,,,,,,UniSan IT Team,,,2026-04-16,2026-04-16,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,SSO: Completion of Design & Analysis,Completed,1.0,2026-04-10,2026-04-10,,,,,0,49,128.0,,,,,,,,,,,,2026-04-10,2026-04-10,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,SSO: Completion of Development and Testing,Completed,1.0,2026-04-16,2026-04-16,,,,,0,62,124.0,,,,,,,,,,,,2026-04-16,2026-04-16,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,1,Rajat Bothra,,,,Green,Contract Management with Basic Setup,Completed,1.0,2026-04-23,2026-05-05,,,,,8d,,112.0,,,,,,,,,,,,2026-04-23,2026-05-05,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,iContract Deployment (Repository + Authoring),Completed,1.0,2026-04-23,2026-05-05,,,,,8d,,112.0,,,,,,,,,,,,2026-04-23,2026-05-05,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Functional Configuration on STAGING set Up,Completed,1.0,2026-04-23,2026-05-05,,,,,8d,,112.0,,,,,,,,,,,,2026-04-23,2026-05-05,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,User Role Configuration,Completed,1.0,2026-04-23,2026-04-23,,,,,1d,42,4.0000002778,,,,,,,,,Zycus Product Specialist,,,2026-04-23,2026-04-23,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Admin Settings Configuration,Completed,1.0,2026-04-24,2026-04-24,,,,,1d,68,118.0,,,,,,,,,Zycus Product Specialist,,,2026-04-24,2026-04-24,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Readiness for Pre-UAT,Completed,1.0,2026-04-24,2026-04-24,,,,,1d,68,4.0000002778,,,,,,,,,Zycus Product Specialist,,,2026-04-24,2026-04-24,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Pre-UAT,Completed,1.0,2026-04-27,2026-05-05,,,,,6d,,112.0,,,,,,,,,,,,2026-04-27,2026-05-05,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,Pre-UAT - Provide End to end walkthrough of configured iContract to UniSan,Completed,1.0,2026-04-27,2026-04-28,,,,,2d,70,4.0000002778,,,,,,,,,"UniSan Core Project Team, Zycus Consultant, Zycus Product Specialist",,,2026-04-27,2026-04-28,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,Provide feedback - if any for iContract configuration,Completed,1.0,2026-04-29,2026-04-30,,,,,2d,72,4.0000002778,,,,,,,,,UniSan Project Team,,,2026-04-29,2026-04-30,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,Zycus to incorporate feedback - as applicable and share final version of Implementation Approach Document [IAD],Completed,1.0,2026-04-30,2026-05-04,,,,,2d,73SS +1d,4.0000002778,,,,,,,,,"Zycus Consultant, Zycus Product Specialist",,,2026-04-30,2026-05-04,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,Sign off on Pre-UAT and final version of IAD sign off,Completed,1.0,2026-05-04,2026-05-04,,,,,0,74,4.0000002778,,,,,,,,,UniSan Project Manager,,,2026-05-04,2026-05-04,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,WordConnect Installation at UniSan's end,Completed,1.0,2026-05-04,2026-05-05,,,,,2d,73SS +2d,112.0,,,,,,,,,"UniSan IT Team, UniSan Project Manager",,,2026-05-04,2026-05-05,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,iContract: Conclude Functional Configuration,Completed,1.0,2026-05-04,2026-05-04,,,,,0,75,113.0,,,,,,,,,,,,2026-05-04,2026-05-04,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,1,Rajat Bothra,,,,Green,Supplier Information Management with Integration,Completed,1.0,2026-04-23,2026-05-15,,,,,16d,,104.0,,,,,,,,,,,,2026-04-23,2026-05-20,3d
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,iSupplier Deployment,Completed,1.0,2026-04-23,2026-05-06,,,,,9d,,111.0,,,,,,,,,,,,2026-04-23,2026-05-06,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Design & Development on STAGING Set UP,Completed,1.0,2026-04-23,2026-05-06,,,,,9d,,111.0,,,,,,,,,,,,2026-04-23,2026-05-06,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,"Users,Roles,Workflow & View Definition Configuration",Completed,1.0,2026-04-23,2026-04-28,,,,,4d,,106.0000001042,,,,,,,,,,,,2026-04-23,2026-04-28,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,"Configure User Roles, View Definition and Workflow as per IAD",Completed,1.0,2026-04-23,2026-04-27,,,,,3d,42,0.0,1.0,,,,,,,,Zycus Product Specialist,,,2026-04-23,2026-04-27,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,UniSan to provide feedback,Completed,1.0,2026-04-28,2026-04-28,,,,,1d,82,0.0,1.0,,,,,,,,"UniSan Core Project Team, UniSan Subject Matter Expert",,,2026-04-28,2026-04-28,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Pre-UAT on STAGING Set UP,Completed,1.0,2026-04-29,2026-05-06,,,,,5d,,4.0000002778,,,,,,,,,,,,2026-04-29,2026-05-06,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,Pre-UAT - Provide End to end walkthrough of configured iSupplier to UniSan,Completed,1.0,2026-04-29,2026-04-30,,,,,2d,81,0.0,1.0,,,,,,,,"Zycus Consultant, Zycus Product Specialist",,,2026-04-29,2026-04-30,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,Provide feedback - if any for iSupplier configuration,Completed,1.0,2026-05-04,2026-05-04,,,,,1d,85,0.0,1.0,,,,,,,,UniSan Project Team,,,2026-05-04,2026-05-04,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,Zycus to incorporate feedback - as applicable and share final version of Implementation Approach Document [IAD],Completed,1.0,2026-05-05,2026-05-06,,,,,2d,"85, 86",109.0000000694,,,,,,,,,Zycus Consultant,,,2026-05-05,2026-05-06,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,5,Rajat Bothra,,,,Green,Sign off on Pre-UAT and final version of IAD,Completed,1.0,2026-05-06,2026-05-06,,,,,0,87,109.0000000694,,,,,,,,,"UniSan Project Manager, Zycus Project Manager",,,2026-05-06,2026-05-06,0
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,iSupplier: Conclude Functional Configuration,Completed,1.0,2026-05-06,2026-05-06,,,,,0,84,4.0000002778,,,,,,,,,,,,2026-05-06,2026-05-06,0
